"1","319","1"
"1","315","3"
"1","431","4"
"1","489","4"
"1","398","2"
"1","307","0"
"1","490","3"
"1","308","2"
"1","400","3"
"1","426","2"
"2","328","4"
"2","305","3"
"2","412","3"
"2","233","3"
"2","101","0"
"2","120","0"
"3","452","2"
"3","232","2"
"3","305","1"
"3","440","2"
"3","399","2"
"3","124","2"
"3","146","1"
"3","407","2"
"3","232","0"
"3","484","2"
"3","466","2"
"3","402","2"
"4","143","0"
"4","103","1"
"4","145","4"
"4","178","1"
"4","234","3"
"4","129","2"
"4","318","0"
"4","281","0"
"4","428","2"
"4","387","0"
"4","220","2"
"4","173","1"
"6","288","2"
"6","223","1"
"6","337","1"
"6","134","3"
"6","129","0"
"6","396","4"
"6","223","1"
"6","328","3"
"6","430","1"
"6","155","1"
"6","289","2"
"6","233","4"
"7","421","4"
"7","331","1"
"7","250","4"
"7","223","0"
"7","318","2"
"7","425","3"
"7","264","3"
"7","401","4"
"7","454","0"
"10","229","0"
"10","471","3"
"10","133","1"
"10","281","1"
"10","316","3"
"10","383","1"
"10","308","3"
"10","329","2"
"10","371","4"
"10","275","4"
"10","173","4"
"10","275","3"
"10","406","4"
"10","187","3"
"10","452","0"
"10","191","0"
"10","419","4"
"10","256","4"
"11","150","2"
"11","138","4"
"11","364","1"
"11","385","2"
"11","153","0"
"11","238","0"
"11","350","2"
"11","326","2"
"11","381","2"
"12","230","4"
"12","244","2"
"12","330","4"
"12","361","1"
"12","294","4"
"12","335","1"
"12","292","0"
"12","270","4"
"12","295","3"
"14","313","4"
"14","463","4"
"14","435","4"
"14","193","3"
"14","379","4"
"14","418","2"
"14","423","4"
"14","149","2"
"14","113","0"
"14","112","2"
"14","355","4"
"14","454","1"
"14","193","3"
"15","110","2"
"15","243","0"
"15","405","3"
"15","256","3"
"15","276","1"
"15","256","0"
"15","218","0"
"15","447","1"
"15","498","4"
"15","441","2"
"15","429","0"
"15","433","3"
"15","445","3"
"15","442","2"
"15","256","2"
"15","310","4"
"15","311","0"
"16","236","2"
"16","217","4"
"16","493","0"
"16","145","2"
"16","459","4"
"16","441","4"
"16","446","4"
"16","379","0"
"16","286","2"
"16","417","3"
"16","354","2"
"17","443","1"
"17","114","3"
"17","187","2"
"17","368","4"
"17","266","0"
"17","386","2"
"17","225","2"
"17","382","4"
"18","361","0"
"18","189","2"
"18","301","2"
"18","278","0"
"18","206","2"
"18","163","2"
"18","181","2"
"18","347","2"
"18","169","1"
"18","123","4"
"18","438","3"
"18","153","2"
"18","237","1"
"18","246","1"
"18","277","2"
"18","285","2"
"18","239","4"
"19","206","3"
"19","419","2"
"19","394","2"
"19","389","2"
"19","292","4"
"19","416","1"
"19","433","3"
"20","296","4"
"20","200","0"
"20","154","4"
"20","314","0"
"20","423","1"
"20","380","3"
"20","482","4"
"20","255","0"
"20","143","1"
"20","433","4"
"20","337","4"
"20","218","4"
"20","142","2"
"20","277","4"
"20","350","0"
"20","411","0"
"20","338","1"
"24","245","4"
"24","351","4"
"24","230","3"
"24","167","2"
"24","351","3"
"24","198","3"
"24","157","1"
"24","393","1"
"25","270","0"
"25","315","4"
"25","175","4"
"25","226","2"
"25","303","3"
"25","438","2"
"25","209","4"
"25","214","0"
"26","210","3"
"26","198","2"
"26","367","4"
"26","193","4"
"26","130","0"
"26","258","3"
"26","382","3"
"26","245","3"
"26","157","1"
"27","214","3"
"27","497","0"
"27","103","3"
"27","138","0"
"27","324","3"
"27","239","1"
"27","252","3"
"27","338","2"
"27","247","2"
"27","417","3"
"27","316","1"
"27","107","0"
"27","211","3"
"27","480","2"
"27","104","3"
"27","356","1"
"28","385","1"
"28","317","1"
"28","319","4"
"28","386","1"
"28","104","1"
"28","161","1"
"28","185","3"
"29","186","3"
"29","158","2"
"29","267","2"
"29","351","2"
"29","309","3"
"29","438","3"
"29","305","1"
"29","397","2"
"29","393","4"
"29","448","1"
"29","450","1"
"30","194","1"
"30","178","4"
"30","412","1"
"30","357","1"
"30","467","0"
"30","293","4"
"31","102","4"
"31","135","0"
"31","285","4"
"31","158","2"
"31","178","2"
"31","334","1"
"32","448","2"
"32","131","3"
"32","487","1"
"32","247","0"
"32","278","2"
"32","152","3"
"32","252","4"
"32","276","4"
"32","372","2"
"32","276","0"
"32","487","2"
"33","479","4"
"33","492","1"
"33","160","2"
"33","220","4"
"33","215","4"
"33","474","0"
"33","498","1"
"33","362","0"
"33","293","4"
"33","178","2"
"33","355","0"
"33","329","3"
"33","310","2"
"33","258","2"
"33","124","2"
"33","239","0"
"33","446","4"
"33","228","0"
"36","268","4"
"36","117","2"
"36","492","4"
"36","103","3"
"36","417","3"
"36","462","0"
"36","469","2"
"36","427","3"
"36","313","4"
"36","395","2"
"36","119","0"
"36","122","1"
"36","211","2"
"36","419","4"
"36","208","1"
"36","402","4"
"36","398","0"
"37","304","3"
"37","342","4"
"37","178","4"
"37","228","2"
"37","178","0"
"37","436","1"
"37","212","0"
"37","282","0"
"37","384","1"
"37","415","0"
"37","422","0"
"37","357","4"
"37","210","4"
"39","167","3"
"39","133","2"
"39","220","4"
"39","319","2"
"39","208","1"
"39","209","2"
"39","139","4"
"39","165","1"
"39","482","2"
"39","285","0"
"40","404","0"
"40","301","4"
"40","440","1"
"40","200","2"
"40","247","3"
"40","385","2"
"40","468","1"
"40","412","2"
"40","387","0"
"40","418","4"
"40","427","3"
"40","245","0"
"40","426","3"
"41","263","4"
"41","129","3"
"41","417","4"
"41","110","2"
"41","282","1"
"41","291","4"
"41","311","0"
"41","453","1"
"41","230","0"
"41","313","0"
"41","183","1"
"41","366","0"
"41","244","3"
"41","218","0"
"41","255","2"
"41","239","3"
"42","286","3"
"42","245","0"
"42","445","4"
"42","273","3"
"42","443","1"
"42","368","3"
"42","205","2"
"42","293","4"
"42","122","2"
"42","420","4"
"42","455","1"
"42","282","2"
"42","430","0"
"42","170","3"
"43","462","2"
"43","404","0"
"43","298","0"
"43","455","1"
"43","362","0"
"43","252","2"
"43","472","2"
"43","212","1"
"43","418","3"
"45","167","3"
"45","158","2"
"45","338","0"
"45","335","4"
"45","305","0"
"45","323","2"
"45","497","3"
"45","341","0"
"45","215","3"
"45","249","4"
"45","397","2"
"45","166","4"
"45","343","2"
"47","305","2"
"47","392","4"
"47","167","2"
"47","264","0"
"47","320","2"
"47","364","1"
"48","202","4"
"48","216","1"
"48","288","2"
"48","156","1"
"48","233","4"
"48","371","4"
"48","160","0"
"50","270","2"
"50","295","2"
"50","288","4"
"50","246","3"
"50","150","2"
"50","270","3"
"51","318","3"
"51","311","0"
"51","214","0"
"51","107","4"
"51","332","0"
"51","296","3"
"51","335","3"
"51","208","0"
"51","288","4"
"51","113","0"
"51","254","3"
"51","402","1"
"51","383","3"
"51","249","2"
"51","253","1"
"51","359","1"
"51","298","1"
"51","241","4"
"51","290","2"
"52","217","1"
"52","326","1"
"52","196","0"
"52","444","0"
"52","111","1"
"52","200","0"
"52","455","2"
"53","206","1"
"53","253","4"
"53","325","4"
"53","479","0"
"53","456","4"
"53","132","1"
"53","155","4"
"53","313","4"
"53","462","1"
"53","238","2"
"53","460","3"
"53","457","3"
"53","495","2"
"53","392","4"
"53","354","4"
"53","498","3"
"53","325","0"
"53","456","3"
"53","455","2"
"54","392","4"
"54","260","4"
"54","277","3"
"54","103","2"
"54","498","2"
"54","319","4"
"54","121","1"
"54","301","3"
"54","415","4"
"54","143","3"
"54","373","1"
"54","450","1"
"55","428","3"
"55","179","2"
"55","131","3"
"55","153","4"
"55","203","2"
"55","303","1"
"55","206","1"
"55","204","1"
"55","250","3"
"55","137","4"
"55","482","1"
"55","295","0"
"55","395","4"
"55","141","1"
"55","426","3"
"55","253","2"
"55","392","4"
"55","290","0"
"56","163","0"
"56","297","3"
"56","156","0"
"56","365","1"
"56","149","3"
"56","258","1"
"56","177","0"
"56","229","4"
"56","309","1"
"56","334","1"
"56","159","3"
"56","190","4"
"56","111","2"
"56","453","4"
"57","122","0"
"57","284","2"
"57","495","0"
"57","353","2"
"57","287","3"
"57","224","4"
"57","254","3"
"57","351","1"
"57","365","3"
"57","379","3"
"57","185","2"
"57","308","0"
"57","160","3"
"57","377","0"
"57","224","0"
"57","252","2"
"57","222","3"
"58","394","1"
"58","269","2"
"58","317","3"
"58","425","2"
"58","365","2"
"58","376","3"
"58","288","3"
"58","490","0"
"58","266","2"
"58","152","1"
"58","319","1"
"58","277","0"
"58","415","1"
"58","131","4"
"58","176","2"
"58","321","2"
"60","418","3"
"60","219","4"
"60","377","0"
"60","346","3"
"60","304","1"
"60","121","3"
"60","120","2"
"60","164","3"
"60","123","3"
"60","423","3"
"60","317","3"
"61","395","2"
"61","320","3"
"61","236","0"
"61","126","0"
"61","291","2"
"61","418","2"
"62","155","4"
"62","351","4"
"62","470","3"
"62","330","4"
"62","185","2"
"62","478","0"
"62","333","3"
"62","367","3"
"63","463","1"
"63","498","0"
"63","380","3"
"63","173","2"
"63","335","3"
"63","445","0"
"63","204","1"
"63","434","2"
"63","176","3"
"63","114","3"
"63","418","1"
"63","147","4"
"63","212","3"
"63","471","4"
"63","428","2"
"63","127","4"
"64","290","4"
"64","466","3"
"64","193","1"
"64","278","0"
"64","234","3"
"64","446","0"
"64","231","4"
"64","401","2"
"64","235","1"
"64","203","2"
"64","112","3"
"64","272","1"
"64","271","2"
"64","317","4"
"64","255","4"
"64","410","3"
"65","404","3"
"65","285","0"
"65","281","3"
"65","408","4"
"65","117","3"
"65","385","3"
"65","435","4"
"67","211","1"
"67","464","1"
"67","405","2"
"67","149","4"
"67","307","2"
"67","475","2"
"67","475","3"
"67","300","3"
"67","120","4"
"67","106","0"
"67","364","3"
"67","456","3"
"67","204","1"
"67","131","4"
"68","125","2"
"68","401","0"
"68","247","0"
"68","323","4"
"68","161","0"
"68","351","0"
"68","153","2"
"70","328","1"
"70","218","0"
"70","454","0"
"70","443","0"
"70","490","3"
"70","192","3"
"70","346","2"
"70","222","4"
"70","481","1"
"70","466","4"
"70","382","1"
"70","499","2"
"70","153","2"
"70","163","1"
"70","240","0"
"70","211","3"
"70","112","3"
"70","166","3"
"70","287","3"
"72","422","2"
"72","483","0"
"72","125","0"
"72","434","2"
"72","206","1"
"72","130","4"
"72","299","1"
"72","145","3"
"72","267","3"
"73","441","4"
"73","270","0"
"73","433","4"
"73","204","3"
"73","463","1"
"73","306","1"
"73","182","1"
"73","154","4"
"73","105","3"
"73","232","1"
"73","423","4"
"73","276","2"
"73","324","2"
"73","215","2"
"73","469","1"
"73","270","3"
"74","104","3"
"74","200","3"
"74","486","2"
"74","307","0"
"74","253","2"
"74","459","0"
"74","344","0"
"74","488","4"
"74","288","2"
"74","204","4"
"74","388","2"
"74","396","0"
"74","293","3"
"74","140","4"
"74","254","2"
"74","233","1"
"74","273","0"
"74","272","1"
"75","290","3"
"75","440","4"
"75","453","1"
"75","343","3"
"75","147","1"
"75","181","1"
"77","393","3"
"77","206","0"
"77","212","1"
"77","303","3"
"77","499","2"
"77","455","2"
"77","446","3"
"77","322","3"
"78","153","1"
"78","162","3"
"78","122","1"
"78","348","2"
"78","299","1"
"78","484","3"
"78","231","4"
"78","269","1"
"78","463","2"
"78","497","3"
"78","455","1"
"78","483","0"
"79","330","3"
"79","479","3"
"79","479","0"
"79","434","1"
"79","464","2"
"79","473","1"
"79","425","1"
"79","394","1"
"79","230","4"
"79","188","4"
"79","305","0"
"79","289","2"
"79","150","3"
"79","500","3"
"79","464","2"
"79","139","3"
"79","210","3"
"82","241","0"
"82","425","0"
"82","403","4"
"82","198","1"
"82","433","2"
"82","399","0"
"82","310","4"
"82","273","1"
"82","167","3"
"82","287","1"
"82","112","4"
"83","275","1"
"83","371","2"
"83","275","3"
"83","176","1"
"83","403","1"
"83","391","4"
"83","276","2"
"83","354","4"
"83","365","3"
"83","270","1"
"85","302","4"
"85","365","2"
"85","207","0"
"85","141","1"
"85","483","4"
"85","249","0"
"86","201","2"
"86","395","1"
"86","323","4"
"86","342","4"
"86","230","3"
"86","311","4"
"86","449","1"
"86","170","2"
"87","452","3"
"87","350","1"
"87","375","1"
"87","142","0"
"87","348","1"
"87","113","4"
"87","325","1"
"91","292","3"
